continentEnglishName,countryEnglishName,provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityEnglishName,city_zipCode,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,updateTime
Asia,China,Shanghai,310000,509,19,341,5,,0,170,0,14,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,,0,111,0,107,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Baoshan District,310113,22,0,19,1,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Jiading District,310114,9,0,7,1,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Pudong District,310115,61,0,60,1,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Minhang District,310112,19,0,19,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Xuhui District,310104,18,0,17,1,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Jing'an District,310106,16,0,15,1,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Songjiang District,310117,14,0,14,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Changning District,310105,13,0,13,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Putuo District,310107,11,0,11,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Yangpu District,310110,9,0,9,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Fengxian District,310120,9,0,9,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Hongkou District,310109,7,0,7,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Huangpu District,310101,6,0,6,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Qingpu District,310118,6,0,6,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Jinshan District,310116,4,0,4,0,2020/3/31 15:43
Asia,China,Shanghai,310000,509,19,341,5,Chongming District,310151,4,0,4,0,2020/3/31 15:43
Asia,China,China,951001,82563,0,76230,3314,,,,,,,2020/3/31 15:43
Asia,China,Taiwan,710000,322,0,39,5,,,,,,,2020/3/31 15:26
Asia,China,China,951001,82563,0,76227,3314,,,,,,,2020/3/31 15:26
Asia,China,Beijing,110000,580,157,418,8,,0,164,3,20,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Chaoyang District,110105,72,0,0,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Haidian District,110108,64,0,0,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Xicheng District,110102,53,0,0,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Fengtai District,110106,43,0,3,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Daxing District,110115,39,0,16,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,,0,25,0,2,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Changping District,110114,29,0,10,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Tongzhou District,110112,19,0,1,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Fangshan District,110111,16,0,3,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Dongcheng District,110101,14,0,1,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Huairou District,110116,7,0,0,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Miyun District,110118,7,0,0,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Shijingshan District,110107,14,0,9,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Mentougou District,110109,3,0,2,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Yanqing District,110119,1,0,0,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Shunyi District,110113,10,0,10,0,2020/3/31 13:46
Asia,China,Beijing,110000,580,157,418,8,Area not defined,0,0,0,341,8,2020/3/31 13:46
Asia,China,Guangdong,440000,1490,10,1355,8,Guangzhou,440100,431,6,337,1,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Shenzhen,440300,450,1,414,3,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Foshan,440600,93,0,84,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Zhuhai,440400,103,1,97,1,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Zhanjiang,440800,24,2,22,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Zhaoqing,441200,20,0,18,1,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Meizhou,441400,17,0,16,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Jieyang,445200,9,0,8,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Chaozhou,445100,6,0,5,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Zhongshan,442000,68,0,68,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Huizhou,441300,62,0,62,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Shantou,440500,25,0,25,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Jiangmen,440700,23,0,23,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Yangjiang,441700,14,0,14,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Maoming,440900,14,0,14,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Qingyuan,441800,12,0,12,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Shanwei,441500,5,0,5,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Heyuan,441600,4,0,4,0,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Dongguan,441900,100,0,100,1,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Shaoguan,440200,10,0,10,1,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1355,8,Area not defined,0,0,0,17,0,2020/3/31 10:27
Asia,China,China,951001,82547,0,76227,3314,,,,,,,2020/3/31 10:27
Asia,China,Guangdong,440000,1490,10,1353,8,Guangzhou,440100,431,6,337,1,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Shenzhen,440300,450,1,414,3,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Foshan,440600,93,0,84,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Zhuhai,440400,103,1,97,1,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Zhanjiang,440800,24,2,22,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Zhaoqing,441200,20,0,18,1,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Meizhou,441400,17,0,16,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Jieyang,445200,9,0,8,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Chaozhou,445100,6,0,5,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Dongguan,441900,100,0,99,1,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Zhongshan,442000,68,0,68,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Huizhou,441300,62,0,62,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Shantou,440500,25,0,25,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Jiangmen,440700,23,0,23,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Yangjiang,441700,14,0,14,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Maoming,440900,14,0,14,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Qingyuan,441800,12,0,12,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Shaoguan,440200,10,0,9,1,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Shanwei,441500,5,0,5,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Heyuan,441600,4,0,4,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Area not defined,0,0,0,17,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,,0,47,3,0,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Fuzhou,350100,72,0,71,1,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Putian,350300,56,0,56,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Quanzhou,350500,47,0,47,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Xiamen,350200,35,0,35,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Ningde,350900,26,0,26,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Zhangzhou,350600,20,0,20,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Nanping,350700,20,0,20,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Sanming,350400,14,0,14,0,2020/3/31 10:10
Asia,China,Fujian,350000,343,3,295,1,Longyan,350800,6,0,6,0,2020/3/31 10:10
Asia,China,Guangdong,440000,1490,10,1353,8,Guangzhou,440100,431,6,337,1,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Shenzhen,440300,450,1,414,3,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Foshan,440600,93,0,84,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Zhuhai,440400,103,1,97,1,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Zhongshan,442000,68,0,66,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Zhanjiang,440800,24,2,22,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Zhaoqing,441200,20,0,18,1,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Meizhou,441400,17,0,16,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Jieyang,445200,9,0,8,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Chaozhou,445100,6,0,5,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Dongguan,441900,100,0,99,1,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Huizhou,441300,62,0,62,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Shantou,440500,25,0,25,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Jiangmen,440700,23,0,23,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Yangjiang,441700,14,0,14,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Maoming,440900,14,0,14,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Qingyuan,441800,12,0,12,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Shaoguan,440200,10,0,9,1,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Shanwei,441500,5,0,5,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Heyuan,441600,4,0,4,0,2020/3/31 9:43
Asia,China,Guangdong,440000,1490,10,1353,8,Area not defined,0,0,0,19,0,2020/3/31 9:43
Asia,China,China,951001,82547,0,76225,3314,,,,,,,2020/3/31 9:43
Asia,China,China,951001,82545,0,76225,3314,,,,,,,2020/3/31 9:36
Asia,China,China,951001,82545,0,76225,3314,,,,,,,2020/3/31 9:35
Asia,China,China,951001,82545,0,76225,3314,,,,,,,2020/3/31 9:30
Asia,China,Zhejiang,330000,1257,3,1226,1,,0,39,2,10,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Jiaxing,330400,46,0,45,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Wenzhou,330300,504,0,503,1,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Hangzhou,330100,181,0,181,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Ningbo,330200,157,0,157,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Taizhou,331000,146,0,146,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Jinhua,330700,55,0,55,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Shaoxing,330600,42,0,42,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Shilifeng Prison,0,36,0,36,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Lishui,331100,17,0,17,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Quzhou,330800,14,0,14,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Huzhou,330500,10,0,10,0,2020/3/31 9:23
Asia,China,Zhejiang,330000,1257,3,1226,1,Zhoushan,330900,10,0,10,0,2020/3/31 9:23
Asia,China,Beijing,110000,580,157,416,8,,0,164,3,20,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Chaoyang District,110105,72,0,0,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Haidian District,110108,64,0,0,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Xicheng District,110102,53,0,0,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Fengtai District,110106,43,0,3,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Daxing District,110115,39,0,16,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,,0,25,0,2,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Changping District,110114,29,0,10,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Tongzhou District,110112,19,0,1,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Fangshan District,110111,16,0,3,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Dongcheng District,110101,14,0,1,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Huairou District,110116,7,0,0,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Miyun District,110118,7,0,0,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Shijingshan District,110107,14,0,9,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Mentougou District,110109,3,0,2,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Yanqing District,110119,1,0,0,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Shunyi District,110113,10,0,10,0,2020/3/31 9:10
Asia,China,Beijing,110000,580,157,416,8,Area not defined,0,0,0,339,8,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,,0,15,1,0,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Nanjing,320100,93,0,93,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Suzhou,320500,87,0,87,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Xuzhou,320300,79,0,79,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Huainan,320800,66,0,66,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Wuxi,320200,55,0,55,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Changzhou,320400,51,0,51,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Lianyungang,320700,48,0,48,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Nantong,320600,40,0,40,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Taizhou,321200,37,0,37,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Yancheng,320900,27,0,27,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Yangzhou,321000,23,0,23,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Suqian,321300,13,0,13,0,2020/3/31 9:10
Asia,China,Jiangsu,320000,646,3,631,0,Zhenjiang,321100,12,0,12,0,2020/3/31 9:10
Asia,China,Hubei,420000,67801,0,63153,3187,Wuhan,420100,50006,0,46002,2548,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Xiaogan,420900,3518,0,3389,128,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Xiangyang,420600,1175,0,1135,39,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Yichang,420500,931,0,894,36,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Jingmen,420800,928,0,887,40,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Xiantao,429004,575,0,552,22,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Huanggang,421100,2907,0,2782,125,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Jingzhou,421000,1580,0,1528,52,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Ezhou,420700,1394,0,1335,59,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Suizhou,421300,1307,0,1262,45,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Huangshi,420200,1015,0,976,39,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Xianning,421200,836,0,821,15,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Shiyan,420300,672,0,664,8,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Tianmen,429006,496,0,481,15,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Enshi Tujia and Miao Autonomous Prefecture,422800,252,0,245,7,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Qianjiang,429005,198,0,189,9,2020/3/31 9:06
Asia,China,Hubei,420000,67801,0,63153,3187,Shennongjia,429021,11,0,11,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,,0,47,3,0,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Fuzhou,350100,72,0,71,1,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Putian,350300,56,0,56,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Quanzhou,350500,47,0,47,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Xiamen,350200,35,0,35,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Ningde,350900,26,0,26,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Zhangzhou,350600,20,0,20,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Nanping,350700,20,0,20,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Sanming,350400,14,0,14,0,2020/3/31 9:06
Asia,China,Fujian,350000,343,3,295,1,Longyan,350800,6,0,6,0,2020/3/31 9:06
Asia,China,China,951001,82545,0,76225,3314,,,,,,,2020/3/31 9:06
Asia,China,Macau,820000,39,7,10,0,,,,,,,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,,0,15,14,1,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Jining,370800,260,0,260,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Qingdao,370200,61,0,60,1,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Linyi,371300,49,0,49,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Jinan,370100,47,0,47,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Yantai,370600,47,0,47,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Weifang,370700,44,0,44,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Weihai,371000,38,0,37,1,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Liaocheng,371500,38,0,38,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Dezhou,371400,37,0,35,2,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Tai'an,370900,35,0,33,2,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Zibo,370300,30,0,29,1,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Zaozhuang,370400,24,0,24,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Heze,371700,18,0,18,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Rizhao,371100,16,0,16,0,2020/3/31 8:44
Asia,China,Shandong,370000,774,14,753,7,Binzhou,371600,15,0,15,0,2020/3/31 8:44
Asia,China,China,951001,82532,0,75957,3313,,,,,,,2020/3/31 8:44
Asia,China,Liaoning,210000,139,0,124,2,Dalian,210200,24,0,19,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Shenyang,210100,32,0,29,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,,0,2,0,0,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Tieling,211200,8,0,7,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Anshan,210300,5,0,4,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Liaoyang,211000,4,0,3,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Jinzhou,210700,12,0,12,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Huludao,211400,12,0,11,1,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Dandong,210600,11,0,11,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Panjin,211100,11,0,11,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Fuxin,210900,8,0,8,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Chaoyang,211300,6,0,5,1,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Benxi,210500,3,0,3,0,2020/3/31 8:23
Asia,China,Liaoning,210000,139,0,124,2,Yingkou,210800,1,0,1,0,2020/3/31 8:23
Asia,China,China,951001,82530,0,75957,3313,,,,,,,2020/3/31 8:23
Asia,China,Shanghai,310000,509,19,338,5,,0,170,0,11,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,,0,111,0,107,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Baoshan District,310113,22,0,19,1,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Jiading District,310114,9,0,7,1,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Pudong District,310115,61,0,60,1,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Minhang District,310112,19,0,19,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Xuhui District,310104,18,0,17,1,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Jing'an District,310106,16,0,15,1,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Songjiang District,310117,14,0,14,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Changning District,310105,13,0,13,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Putuo District,310107,11,0,11,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Yangpu District,310110,9,0,9,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Fengxian District,310120,9,0,9,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Hongkou District,310109,7,0,7,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Huangpu District,310101,6,0,6,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Qingpu District,310118,6,0,6,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Jinshan District,310116,4,0,4,0,2020/3/31 8:08
Asia,China,Shanghai,310000,509,19,338,5,Chongming District,310151,4,0,4,0,2020/3/31 8:08
Asia,China,China,951001,82527,0,75957,3313,,,,,,,2020/3/31 8:08
Asia,China,Neimenggu,150000,107,0,74,1,,0,32,0,0,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Ordos,150600,11,0,11,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Baotou,150200,11,0,11,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Chifeng,150400,9,0,9,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Linguolexi,152500,9,0,9,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Bayannur,150800,8,0,7,1,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Hohhot,150100,7,0,7,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Tongliao,150500,7,0,7,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Hulunbuir,150700,7,0,7,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Ulanqab,150900,3,0,3,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Wuhai,150300,2,0,2,0,2020/3/31 7:54
Asia,China,Neimenggu,150000,107,0,74,1,Xinganmeng,152200,1,0,1,0,2020/3/31 7:54
Asia,China,China,951001,82516,0,75957,3313,,,,,,,2020/3/31 7:54
Asia,China,Hong Kong,810000,682,55,124,4,,,,,,,2020/3/31 7:39
Asia,China,China,951001,82506,0,75957,3313,,,,,,,2020/3/31 7:39
Asia,China,Yunnan,530000,181,0,172,2,,0,7,0,0,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Kunming,530100,53,0,53,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Zhaotong,530600,25,0,25,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Xishuangbanna,532800,15,0,14,1,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Yuxi,530400,14,0,13,1,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Qujing,530300,13,0,13,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Dali,0,13,0,13,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Honghe,0,9,0,9,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Baoshan,530500,9,0,9,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Lijiang,530700,7,0,7,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Dehong,0,5,0,5,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Pu'er,530800,4,0,4,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Chuxiong,0,4,0,4,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Wenshan,0,2,0,2,0,2020/3/31 7:12
Asia,China,Yunnan,530000,181,0,172,2,Lincang,530900,1,0,1,0,2020/3/31 7:12
Asia,China,China,951001,82506,0,75956,3313,,,,,,,2020/3/31 7:12
